,text,Date,is_retweet
2756,This is the One Year Anniversary of my Presidency and the Democrats wanted to give me a nice present. #DemocratShutdown,20182001,FALSE
2758,#AMERICA FIRST!,20182001,FALSE
2759,Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that happen!,20182001,FALSE
2760,Beautiful weather all over our great country a perfect day for all Women to March. Get out there now to celebrate the historic milestones and unprecedented economic success and wealth creation that has taken place over the last 12 months. Lowest female unemployment in 18 years!,20182001,FALSE
2762,RT @realDonaldTrump: Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our danger…,20182001,FALSE
2763,The Trump Administration has terminated more UNNECESSARY Regulation in just twelve months than any other Administration has terminated during their full term in office no matter what the length. The good news is THERE IS MUCH MORE TO COME!,20182101,TRUE
2764,Eric Trump on @JudgeJeanine on @FoxNews now!,20182101,FALSE
2765,"RT @FoxNews: .@EricTrump: ""People have seen a year that's incredible that's been filled with nothing but the best for our country America…",20182101,FALSE
2766,"RT @FoxNews: .@davidwebbshow: ""Let's look at the calendar. It's January 20th. DACA expires on March 5th. That means this was a construct of…",20182101,TRUE
2767,"RT @FoxNews: .@KellyannePolls: ""Since @POTUS took office 863000 new jobs were filled by women. Over half a million American women have en…",20182101,TRUE
2768,"RT @FoxNews: .@EricTrump: ""My father was elected for one reason and that's because he actually believes in putting America first which is…",20182101,TRUE
2769,RT @realDonaldTrump: Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that hap…,20182101,TRUE
2770,Great to see how hard Republicans are fighting for our Military and Safety at the Border. The Dems just want illegal immigrants to pour into our nation unchecked. If stalemate continues Republicans should go to 51% (Nuclear Option) and vote on real long term budget no C.R.’s!,20182101,TRUE
2771,Thank you to Brad Blakeman on @FoxNews for grading year one of my presidency with an “A”-and likewise to Doug Schoen for the very good grade and statements. Working hard!,20182101,FALSE
2772,The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good!,20182201,FALSE
2773,Democrats have shut down our government in the interests of their far left base. They don’t want to do it but are powerless!,20182201,FALSE
2774,End the Democrats Obstruction! https://t.co/tzBXilvW1b,20182201,FALSE
2775,Big win for Republicans as Democrats cave on Shutdown. Now I want a big win for everyone including Republicans Democrats and DACA but especially for our Great Military and Border Security. Should be able to get there. See you at the negotiating table!,20182201,FALSE
2776,Even Crazy Jim Acosta of Fake News CNN agrees: “Trump World and WH sources dancing in end zone: Trump wins again...Schumer and Dems caved...gambled and lost.” Thank you for your honesty Jim!,20182301,FALSE
2777,In one of the biggest stories in a long time the FBI says it is now missing five months worth of lovers Strzok - Page texts perhaps 50000 all in prime time. Wow!,20182301,FALSE
2778,In one of the biggest stories in a long time the FBI now says it is missing five months worth of lovers Strzok-Page texts perhaps 50000 and all in prime time. Wow!,20182301,FALSE
2780,Thank you to General John Kelly who is doing a fantastic job and all of the Staff and others in the White House for a job well done. Long hours and Fake reporting makes your job more difficult but it is always great to WIN and few have won more than us!,20182301,FALSE
2781,Where are the 50000 important text messages between FBI lovers Lisa Page and Peter Strzok?  Blaming Samsung!,20182301,FALSE
2782,Cryin’ Chuck Schumer fully understands especially after his humiliating defeat that if there is no Wall there is no DACA. We must have safety and security together with a strong Military for our great people!,20182401,FALSE
2783,Tremendous investment by companies from all over the world being made in America. There has never been anything like it. Now Disney J.P. Morgan Chase and many others. Massive Regulation Reduction and Tax Cuts are making us a powerhouse again. Long way to go! Jobs Jobs Jobs!,20182401,FALSE
2784,Earlier today I spoke with @GovMattBevin of Kentucky regarding yesterday’s shooting at Marshall County High School. My thoughts and prayers are with Bailey Holt Preston Cope their families and all of the wounded victims who are in recovery. We are with you!,20182401,FALSE
2785,It was my great honor to welcome Mayor’s from across America to the WH. My Administration will always support local government - and listen to the leaders who know their communities best. Together we will usher in a bold new era of Peace and Prosperity! https://t.co/dmYECTnk0a https://t.co/RSv7V7r0DT,20182401,FALSE
2786,Will soon be heading to Davos Switzerland to tell the world how great America is and is doing. Our economy is now booming and with all I am doing will only get better...Our country is finally WINNING again!,20182401,FALSE
2787,Great bilateral meeting with Prime Minister Theresa May of the United Kingdom affirming the special relationship and our commitment to work together on key national security challenges and economic opportunities. #WEF18 https://t.co/FPP8aRDAyt,20182501,FALSE
2788,Very productive bilateral meeting with Prime Minister Benjamin @Netanyahu of Israel - in Davos Switzerland! #WEF18 https://t.co/2sZM9YI7tJ,20182501,FALSE
2789,Today Americans everywhere remember the brave men and women of @NASA who lost their lives in our Nation’s eternal quest to expand the boundaries of human potential. https://t.co/clBsJTGz8B https://t.co/jTJkusdBQA,20182501,FALSE
2790,Will be interviewed on  @SquawkCNBC by @JoeSquawk coming up at 6:00amE from Davos Switzerland. Enjoy! #WEF18 https://t.co/7egYlxnFBd,20182501,FALSE
2791,It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos Switzerland. Many great discussions! #WEF18 https://t.co/SaPzwVhDiB,20182601,FALSE
2792,Great bilateral meeting with President @Alain_Berset of the Swiss Confederation - as we continue to strengthen our great friendship. Such an honor to be in Switzerland! #WEF18 https://t.co/87pLrCpQkZ,20182601,FALSE
2793,Join me live at the 2018 World Economic Forum in Davos Switzerland! #WEF18 https://t.co/fdHejCmv73 https://t.co/DuKJlVTWB8,20182601,FALSE
2794,Heading back from a very exciting two days in Davos Switzerland. Speech on America’s economic revival was well received. Many of the people I met will be investing in the U.S.A.! #MAGA,20182601,FALSE
2795,DACA has been made increasingly difficult by the fact that Cryin’ Chuck Schumer took such a beating over the shutdown that he is unable to act on immigration!,20182601,FALSE
2796,Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B,20182601,FALSE
2798,On Holocaust Remembrance Day we mourn and grieve the murder of 6 million innocent Jewish men women and children and the millions of others who perished in the evil Nazi Genocide. We pledge with all of our might and resolve: Never Again! https://t.co/PfHM7UiZ0C https://t.co/25W0SZHTOu,20182701,FALSE
2799,Taliban targeted innocent Afghans brave police in Kabul today. Our thoughts and prayers go to the victims and first responders. We will not allow the Taliban to win!,20182701,FALSE
2802,Somebody please inform Jay-Z that because of my policies Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!,20182801,FALSE
2803,Our economy is better than it has been in many decades. Businesses are coming back to America like never before. Chrysler as an example is leaving Mexico and coming back to the USA. Unemployment is nearing record lows. We are on the right track!,20182801,FALSE
2804,Congratulations to America’s new Secretary of @HHSGov Alex Azar! https://t.co/Y9inQaCt7o,20182801,FALSE
2805,Join me live for the #SOTUhttps://t.co/0SLktWxfHi,20182901,FALSE
2806,Heading to beautiful West Virginia to be with great members of the Republican Party. Will be planning Infrastructure and discussing Immigration and DACA not easy when we have no support from the Democrats. NOT ONE DEM VOTED FOR OUR TAX CUT BILL! Need more Republicans in ‘18.,20183101,FALSE
2807,March 5th is rapidly approaching and the Democrats are doing nothing about DACA. They Resist Blame Complain and Obstruct - and do nothing. Start pushing Nancy Pelosi and the Dems to work out a DACA fix NOW!,20180102,FALSE
2808,Thank you for all of the nice compliments and reviews on the State of the Union speech. 45.6 million people watched the highest number in history. @FoxNews beat every other Network for the first time ever with 11.7 million people tuning in. Delivered from the heart!,20180102,FALSE
2809,The Democrats just aren’t calling about DACA. Nancy Pelosi and Chuck Schumer have to get moving fast or they’ll disappoint you again. We have a great chance to make a deal or blame the Dems! March 5th is coming up fast.,20180102,FALSE
2811,“You had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create a Dossier which was used by their allies in the Obama Administration to convince a Court misleadingly by all accounts to spy on the Trump Team.” Tom Fitton JW,20180202,FALSE
2812,With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS 2018 is off to great start!✅Unemployment rate at 4.1%.✅Average earnings up 2.9% in the last year.✅200000 new American jobs.✅#MAGA🇺🇸 https://t.co/upqSvBhRqJ,20180202,FALSE
2813,“Trump the orator outlines the greatness of America to Democrats’ disgust” https://t.co/XpirrtTY6V,20180202,FALSE
2814,Today it was my honor to join the great men and women of @DHSgov @CustomsBorder @ICEgov and @USCIS at the U.S. Customs and Border Protection National Targeting Center in Sterling Virginia. Fact sheet: https://t.co/Q027Wgdzdo https://t.co/NecuA0y1Sk,20180202,FALSE
2815,RT @EricTrump: 🇺🇸🇺🇸🇺🇸 https://t.co/iszxYp036c,20180202,FALSE
2816,RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/CJts3udtNO,20180302,TRUE
2817,Rasmussen just announced that my approval rating jumped to 49% a far better number than I had in winning the Election and higher than certain “sacred cows.” Other Trump polls are way up also. So why does the media refuse to write this? Oh well someday!,20180302,TRUE
2818,This memo totally vindicates “Trump” in probe. But the Russian Witch Hunt goes on and on. Their was no Collusion and there was no Obstruction (the word now used because after one year of looking endlessly and finding NOTHING collusion is dead). This is an American disgrace!,20180302,FALSE
2819,Great jobs numbers and finally after many years rising wages- and nobody even talks about them. Only Russia Russia Russia despite the fact that after a year of looking there is No Collusion!,20180302,FALSE
2820,“The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used to influence the 2016 election and its aftermath....The FBI failed to inform the FISA court that the Clinton campaign had funded the dossier....the FBI became....,20180402,FALSE
2821,...a tool of anti-Trump political actors. This is unacceptable in a democracy and ought to alarm anyone who wants the FBI to be a nonpartisan enforcer of the law....The FBI wasn’t straight with Congress as it hid most of these facts from investigators.” Wall Street Journal,20180402,FALSE
2822,My thoughts and prayers are with all of the victims involved in this mornings train collision in South Carolina. Thank you to our incredible First Responders for the work they’ve done!,20180402,FALSE
2823,Congratulations to the Philadelphia Eagles on a great Super Bowl victory!,20180402,FALSE
2824,The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working. Dems want to greatly raise taxes for really bad and non-personal medical care. No thanks!,20180502,FALSE
2825,Thank you to @foxandfriends for exposing the truth. Perhaps that’s why your ratings are soooo much better than your untruthful competition!,20180502,FALSE
2826,Little Adam Schiff who is desperate to run for higher office is one of the biggest liars and leakers in Washington right up there with Comey Warner Brennan and Clapper! Adam leaves closed committee hearings to illegally leak confidential information. Must be stopped!,20180502,FALSE
2827,Any deal on DACA that does not include STRONG border security and the desperately needed WALL is a total waste of time. March 5th is rapidly approaching and the Dems seem not to care about DACA. Make a deal!,20180502,FALSE
2828,Representative Devin Nunes a man of tremendous courage and grit may someday be recognized as a Great American Hero for what he has exposed and what he has had to endure!,20180502,FALSE
2829,Thanks to the historic TAX CUTS that I signed into law your paychecks are going way UP your taxes are going way DOWN and America is once again OPEN FOR BUSINESS! https://t.co/GISFbDDGXX,20180502,FALSE
2830,So disgraceful that a person illegally in our country killed @Colts linebacker Edwin Jackson. This is just one of many such preventable tragedies. We must get the Dems to get tough on the Border and with illegal immigration FAST!,20180502,FALSE
2831,My prayers and best wishes are with the family of Edwin Jackson a wonderful young man whose life was so senselessly taken. @Colts,20180602,FALSE
2833,We need a 21st century MERIT-BASED immigration system.  Chain migration and the visa lottery are outdated programs that hurt our economic and national security. https://t.co/rP9Gtr2E5N,20180602,FALSE
2834,Today we heard the experiences of law enforcement professionals and community leaders working to combat the threat of MS-13 and the reforms we need from Congress to defeat it. Watch here: https://t.co/VPMTnko7Ik https://t.co/4OaXXuj9Va,20180602,FALSE
2835,HAPPY BIRTHDAY to our 40th President of the United States of America Ronald Reagan! https://t.co/JtEglBhm4c,20180602,FALSE
2836,Congratulations @ElonMusk and @SpaceX on the successful #FalconHeavy launch. This achievement along with @NASA’s commercial and international partners continues to show American ingenuity at its best! https://t.co/eZfLSpyJPK,20180702,FALSE
2837,In the “old days” when good news was reported the Stock Market would go up. Today when good news is reported the Stock Market goes down. Big mistake and we have so much good (great) news about the economy!,20180702,FALSE
2838,NEW FBI TEXTS ARE BOMBSHELLS!,20180702,FALSE
2839,Best wishes to the Republic of Korea on hosting the @Olympics! What a wonderful opportunity to show everyone that you are a truly GREAT NATION! https://t.co/aboM2Up48y,20180702,FALSE
2840,Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics! What the South Korean people have built is truly an inspiration! https://t.co/giN2B1h6Ph,20180702,FALSE
2841,The Budget Agreement today is so important for our great Military. It ends the dangerous sequester and gives Secretary Mattis what he needs to keep America Great. Republicans and Democrats must support our troops and support this Bill!,20180702,FALSE
2842,Will be heading over shortly to make remarks at The National Prayer Breakfast in Washington. Great religious and political leaders and many friends including T.V. producer Mark Burnett of our wonderful 14 season Apprentice triumph will be there. Looking forward to seeing all!,20180702,FALSE
2843,Our founders invoked our Creator four times in the Declaration of Independence. Our currency declares “IN GOD WE TRUST.” And we place our hands on our hearts as we recite the Pledge of Allegiance and proclaim that we are “One Nation Under God.” #NationalPrayerBreakfast https://t.co/zukP40Ezpo,20180802,FALSE
2844,I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea China and the Middle East.,20180802,FALSE
2845,As long as we open our eyes to God’s grace - and open our hearts to God’s love - then America will forever be the land of the free the home of the brave and a light unto all nations. #NationalPrayerBreakfast https://t.co/1cwxs3l0uK,20180802,FALSE
2846,Time to end the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/yukxm48x9X,20180802,FALSE
2847,Wow! -Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch. Warner did not want a “paper trail” on a “private” meeting (in London) he requested with Steele of fraudulent Dossier fame. All tied into Crooked Hillary.,20180802,FALSE
2848,Just signed Bill. Our Military will now be stronger than ever before. We love and need our Military and gave them everything — and more. First time this has happened in a long time. Also means JOBS JOBS JOBS!,20180902,FALSE
2849,Without more Republicans in Congress we were forced to increase spending on things we do not like or want in order to finally after many years of depletion take care of our Military. Sadly we needed some Dem votes for passage. Must elect more Republicans in 2018 Election!,20180902,FALSE
2850,Costs on non-military lines will never come down if we do not elect more Republicans in the 2018 Election and beyond. This Bill is a BIG VICTORY for our Military but much waste in order to get Dem votes. Fortunately DACA not included in this Bill negotiations to start now!,20180902,FALSE
2851,Jobless claims have dropped to a 45 year low!,20180902,FALSE
2852,The Democrats sent a very political and long response memo which they knew because of sources and methods (and more) would have to be heavily redacted whereupon they would blame the White House for lack of transparency. Told them to re-do and send back in proper form!,20181002,FALSE
2854,Peoples lives are being shattered and destroyed by a mere allegation. Some are true and some are false. Some are old and some are new. There is no recovery for someone falsely accused - life and career are gone. Is there no such thing any longer as Due Process?,20181002,FALSE
2855,“My view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier and the lies about the Clinton/DNC Dossier it shows that he’s been victimized. He’s been victimized by the Obama Administration who were using all sorts of.......,20181002,FALSE
2857,Republicans want to fix DACA far more than the Democrats do. The Dems had all three branches of government back in 2008-2011 and they decided not to do anything about DACA. They only want to use it as a campaign issue. Vote Republican!,20181002,FALSE
2858,My thoughts and prayers are with the two police officers their families and everybody at the @WestervillePD. https://t.co/AoingY77Ky,20181002,FALSE
2859,My Administration has identified three major priorities for creating a safe modern and lawful immigration system: fully securing the border ending chain migration and canceling the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/xV1lgfhjBU,20181002,FALSE
2860,So many positive things going on for the U.S.A. and the Fake News Media just doesn’t want to go there. Same negative stories over and over again! No wonder the People no longer trust the media whose approval ratings are correctly at their lowest levels in history!    #MAGA,20181002,FALSE
2863,Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police officers from @WestervillePD. This is a true tragedy!,20181102,FALSE
2864,This will be a big week for Infrastructure. After so stupidly spending $7 trillion in the Middle East it is now time to start investing in OUR Country!,20181102,FALSE
2865,Thank you to Sue Kruczek who lost her wonderful and talented son Nick to the Opioid scourge for your kind words while on @foxandfriends. We are fighting this terrible epidemic hard - Nick will not have died in vain!,20181202,FALSE
2866,The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I look forward to every year. See you at #CPAC2018!,20181202,FALSE
2867,Our infrastructure plan has been put forward and has received great reviews by everyone except of course the Democrats. After many years we have taken care of our Military now we have to fix our roads bridges tunnels airports and more. Bipartisan make deal Dems?,20181202,FALSE
2868,Negotiations on DACA have begun. Republicans want to make a deal and Democrats say they want to make a deal. Wouldn’t it be great if we could finally after so many years solve the DACA puzzle. This will be our last chance there will never be another opportunity! March 5th.,20181302,FALSE
2869,As we come together to celebrate the extraordinary contributions of African-Americans to our nation our thoughts turn to the heroes of the civil rights movement whose courage and sacrifice have inspired us all. Proclamation: https://t.co/Sw1iGIJgWV https://t.co/Nx0AEKZy5p,20181302,FALSE
2870,Today I was honored to be joined by Republicans and Democrats from both the House and Senate as well as members of my Cabinet - to discuss the urgent need to rebuild and restore America’s depleted infrastructure. https://t.co/8ByoQJsjTT https://t.co/BVBRDvHfcC,20181402,FALSE
2871,My prayers and condolences to the families of the victims of the terrible Florida shooting. No child teacher or anyone else should ever feel unsafe in an American school.,20181402,FALSE
2872,Just spoke to Governor Rick Scott. We are working closely with law enforcement on the terrible Florida school shooting.,20181402,FALSE
2873,So many signs that the Florida shooter was mentally disturbed even expelled from school for bad and erratic behavior. Neighbors and classmates knew he was a big problem. Must always report such instances to authorities again and again!,20181402,FALSE
2874,While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA they should be strongly considering a system of Merit Based Immigration so that we will have the people ready willing and able to help all of those companies moving into the USA!,20181502,FALSE
2875,In times of tragedy the bonds that sustain us are those of family faith community and country. These bonds are stronger than the forces of hatred and evil - and these bonds grow even stronger in the hours of our greatest need. https://t.co/bu140nscez https://t.co/OoTXMCSexB,20181502,FALSE
2876,RT @SpoxDHS: Schumer-Rounds-Collins destroys the ability of @DHSgov to enforce immigration laws creating a mass amnesty for over 10 millio…,20181502,FALSE
2877,The Schumer-Rounds-Collins immigration bill would be a total catastrophe. @DHSgov says it would be “the end of immigration enforcement in America.” It creates a giant amnesty (including for dangerous criminals) doesn’t build the wall expands chain migration keeps the visa...,20181502,TRUE
2878,...lottery continues deadly catch-and-release and bars enforcement even for FUTURE illegal immigrants. Voting for this amendment would be a vote AGAINST law enforcement and a vote FOR open borders. If Dems are actually serious about DACA they should support the Grassley bill!,20181502,FALSE
2879,Presidential Proclamation Honoring the Victims of the Tragedy in Parkland Florida: https://t.co/RTQWAKiSnR https://t.co/Nhs32bm5zB,20181502,FALSE
2880,I will be leaving for Florida today to meet with some of the bravest people on earth - but people whose lives have been totally shattered. Am also working with Congress on many fronts.,20181502,FALSE
2881,Cannot believe how BADLY DACA recipients have been treated by the Democrats...totally abandoned! Republicans are still working hard.,20181602,FALSE
2882,Russia started their anti-US campaign in 2014 long before I announced that I would run for President. The results of the election were not impacted. The Trump campaign did nothing wrong - no collusion!,20181602,FALSE
2884,Melania and I met such incredible people last night in Broward County Florida. Will never forget them or the evening!,20181702,FALSE
2885,“Charges Deal Don A Big Win” written by Michael Goodwin of the @nypost succinctly states that “the Russians had no impact on the election results.” There was no Collusion with the Trump Campaign. “She lost the old-fashioned way by being a terrible candidate. Case closed.”,20181702,FALSE
2886,Deputy A.G. Rod Rosenstein stated at the News Conference: “There is no allegation in the indictment that any American was a knowing participant in this illegal activity. There is no allegation in the indictment that the charged conduct altered the outcome of the 2016 election.,20181702,FALSE
2887,Funny how the Fake News Media doesn’t want to say that the Russian group was formed in 2014 long before my run for President. Maybe they knew I was going to run even though I didn’t know!,20181702,FALSE
2888,The Fake News Media never fails. Hard to ignore this fact from the Vice President of Facebook Ads Rob Goldman! https://t.co/XGC7ynZwYJ,20181702,FALSE
2889,“I have seen all of the Russian ads and I can say very definitively that swaying the election was *NOT* the main goal.”Rob GoldmanVice President of Facebook Ads https://t.co/A5ft7cGJkE,20181702,FALSE
2891,Very sad that the FBI missed all of the many signals sent out by the Florida school shooter. This is not acceptable. They are spending too much time trying to prove Russian collusion with the Trump campaign - there is no collusion. Get back to the basics and make us all proud!,20181702,FALSE
2892,General McMaster forgot to say that the results of the 2016 election were not impacted or changed by the Russians and that the only Collusion was between Russia and Crooked H the DNC and the Dems. Remember the Dirty Dossier Uranium Speeches Emails and the Podesta Company!,20181802,FALSE
2893,Never gotten over the fact that Obama was able to send $1.7 Billion Dollars in CASH to Iran and nobody in Congress the FBI or Justice called for an investigation!,20181802,FALSE
2894,Finally Liddle’ Adam Schiff the leakin’ monster of no control is now blaming the Obama Administration for Russian meddling in the 2016 Election. He is finally right about something. Obama was President knew of the threat and did nothing. Thank you Adam!,20181802,FALSE
2895,I never said Russia did not meddle in the election I said “it may be Russia or China or another country or group or it may be a 400 pound genius sitting in bed and playing with his computer.” The Russian “hoax” was that the Trump campaign colluded with Russia - it never did!,20181802,FALSE
2896,Now that Adam Schiff is starting to blame President Obama for Russian meddling in the election he is probably doing so as yet another excuse that the Democrats lead by their fearless leader Crooked Hillary Clinton lost the 2016 election. But wasn’t I a great candidate?,20181802,FALSE
2897,RT @mike_pence: Big night. Largest-ever Dallas County GOP Reagan Day Dinner. As I told the crowd under President @realDonaldTrump: Promise…,20181802,FALSE
2898,If it was the GOAL of Russia to create discord disruption and chaos within the U.S. then with all of the Committee Hearings Investigations and Party hatred they have succeeded beyond their wildest dreams. They are laughing their asses off in Moscow. Get smart America!,20181802,TRUE
2899,The Fake News of big ratings loser CNN. https://t.co/rYsv90cnvs,20181802,FALSE
2900,Great Pollster John McLaughlin now has the GOP up in the Generic Congressional Ballot. Big gain over last 4 weeks. I guess people are loving the big Tax Cuts given them by the Republicans the Cuts the Dems want to take away. We need more Republicans!,20181802,FALSE
2901,Thank you to KenStarr former Independent Counsel Whitewater for your insight and powerful words on FISA abuse Russian meddling etc. Really great interview with @MariaBartiromo,20181802,FALSE
2902,My great friends from NASCAR are having their big race today The Daytona 500. Brian France and the France family are special people. Enjoy the race!,20181802,FALSE
2903,Just watched a very insecure Oprah Winfrey who at one point I knew very well interview a panel of people on 60 Minutes. The questions were biased and slanted the facts incorrect. Hope Oprah runs so she can be exposed and defeated just like all of the others!,20181802,FALSE
2904,Have a great but very reflective President’s Day!,20181902,FALSE
2905,Obama was President up to and beyond the 2016 Election. So why didn’t he do something about Russian meddling?,20181902,FALSE
2906,.@MittRomney has announced he is running for the Senate from the wonderful State of Utah. He will make a great Senator and worthy successor to @OrrinHatch and has my full support and endorsement!,20181902,FALSE
2908,“The Faith of Donald Trump” a book just out by David Brody and Scott Lamb is a very interesting read. Enjoy!,20182002,FALSE
2909,Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russia including Crimea Syria and so much more. We are now starting to win again!,20182002,FALSE
2910,“There is no serious person out there who would suggest somehow that you could even rig America’s elections there’s no evidence that that has happened in the past or that it will happen this time and so I’d invite Mr. Trump to stop whining and make his case to get votes.” .....,20182002,FALSE
2911,....The President Obama quote just before election. That’s because he thought Crooked Hillary was going to win and he didn’t want to “rock the boat.” When I easily won the Electoral College the whole game changed and the Russian excuse became the narrative of the Dems.,20182002,FALSE
2912,Republicans are now leading the Generic Poll perhaps because of the popular Tax Cuts which the Dems want to take away. Actually they want to raise you taxes substantially. Also they want to do nothing on DACA R’s want to fix!,20182002,FALSE
2913,Matt Schlapp and CPAC are getting ready for another exciting event. Big difference from those days when President Obama held the White House. You’ve come a long way Matt!,20182002,FALSE
2915,I have been much tougher on Russia than Obama just look at the facts. Total Fake News!,20182002,FALSE
2916,A woman I don’t know and to the best of my knowledge never met is on the FRONT PAGE of the Fake News Washington Post saying I kissed her (for two minutes yet) in the lobby of Trump Tower 12 years ago. Never happened! Who would do this in a public space with live security......,20182002,FALSE
2917,....cameras running. Another False Accusation. Why doesn’t @washingtonpost report the story of the women taking money to make up stories about me? One had her home mortgage paid off. Only @FoxNews so reported...doesn’t fit the Mainstream Media narrative.,20182002,FALSE
2918,"Main Street is BOOMING thanks to our incredible TAX CUT and Reform law. ""This shows small-business owners are more than just optimistic they are ready to grow their businesses."" https://t.co/w9aw68UwOj",20182002,FALSE
2920,So true thank you! https://t.co/9TTXlfokYz,20182102,FALSE
2921,@CNN @MSNBC Whether we are Republican or Democrat we must now focus on strengthening Background Checks!,20182102,FALSE
2922,Question: If all of the Russian meddling took place during the Obama Administration right up to January 20th why aren’t they the subject of the investigation? Why didn’t Obama do something about the meddling? Why aren’t Dem crimes under investigation? Ask Jeff Session!,20182102,FALSE
2923,The GREAT Billy Graham is dead. There was nobody like him! He will be missed by Christians and all religions. A very special man.,20182102,FALSE
2924,Question: If all of the Russian meddling took place during the Obama Administration right up to January 20th why aren’t they the subject of the investigation? Why didn’t Obama do something about the meddling? Why aren’t Dem crimes under investigation? Ask Jeff Sessions!,20182102,FALSE
2925,Yesterday it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders and to award them the the highest possible decoration for bravery by public safety officers the Medal of Valor. #AmericanHeroes https://t.co/em0wBbvy5P,20182102,FALSE
2926,.@FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham. Our prayers are with his children grandchildren great-grandchildren and all who worked closely with Reverend Graham in his lifelong ministry. https://t.co/e1697tcyaI,20182102,FALSE
2927,I will always remember the time I spent today with courageous students teachers and families. So much love in the midst of so much pain. We must not let them down. We must keep our children safe!!Full Listening Session: https://t.co/x5VenyQX5p https://t.co/CAPfX5odIp,20182102,FALSE
2929,....immediately fire back if a savage sicko came to a school with bad intentions. Highly trained teachers would also serve as a deterrent to the cowards that do this. Far more assets at much less cost than guards. A “gun free” school is a magnet for bad people. ATTACKS WOULD END!,20182202,FALSE
2931,....If a potential “sicko shooter” knows that a school has a large number of very weapons talented teachers (and others) who will be instantly shooting the sicko will NEVER attack that school. Cowards won’t go there...problem solved. Must be offensive defense alone won’t work!,20182202,FALSE
2932,I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and end sale of Bump Stocks! Congress is in a mood to finally do something on this issue - I hope!,20182202,FALSE
2933,What many people don’t understand or don’t want to understand is that Wayne Chris and the folks who work so hard at the @NRA are Great People and Great American Patriots. They love our Country and will do the right thing.                  MAKE AMERICA GREAT AGAIN!,20182202,FALSE
2934,Will be meeting with Lawmakers today at 11:30 A.M. to discuss School Safety.  Next week it will be with our Nation’s Governors. It’s been many years of all talk no action. We’ll get it done!,20182202,FALSE
2935,On behalf of an entire Nation CONGRATULATIONS to the U.S. Women's Hockey Team on winning the GOLD! #GoTeamUSA #Olympics https://t.co/3cUZwLVGua,20182202,FALSE
2936,Today it was my great honor to host a School Safety Roundtable at the @WhiteHouse with State and local leaders law enforcement officers and education officials.There is nothing more important than protecting our children. They deserve to be safe and we will deliver! https://t.co/WhC2AxgWXO,20182202,FALSE
2937,“School shooting survivor says he quit @CNN Town Hall after refusing scripted question.” @TuckerCarlson. Just like so much of CNN Fake News. That’s why their ratings are so bad! MSNBC may be worse.,20182202,FALSE
2938,MS-13 gang members are being removed by our Great ICE and Border Patrol Agents by the thousands but these killers come back in from El Salvador and through Mexico like water. El Salvador just takes our money and Mexico must help MORE with this problem. We need The Wall!,20182302,FALSE
2939,CPAC Today!,20182302,FALSE
2940,My daughter Ivanka just arrived in South Korea. We cannot have a better or smarter person representing our country.,20182302,FALSE
2941,For those of you who are still interested the Democrats have totally forgotten about DACA. Not a lot of interest on this subject from them!,20182302,FALSE
2942,After years of rebuilding OTHER nations we are finally rebuilding OUR nation - and we are restoring our confidence and our pride! #CPAC2018 https://t.co/rD9oTU8iex,20182302,FALSE
2943,We salute our great American flag we put our hands on our hearts for the pledge of Allegiance and we all PROUDLY STAND for the National Anthem. #CPAC2018 https://t.co/qGKW2xGjP0,20182302,FALSE
2944,Our nation’s motto is IN GOD WE TRUST. This week our nation lost an incredible leader who devoted his life to helping us understand what those words really mean. We will never forget the historic crowds the voice the energy and the profound faith of Billy Graham! #CPAC2018 https://t.co/5GDh7Jonkv,20182302,FALSE
